Datetime,CO_GT,PT08_S1_CO,NMHC_GT,C6H6_GT,PT08_S2_NMHC,NOx_GT,PT08_S3_NOx,NO2_GT,PT08_S4_NO2,PT08_S5_O3,T,RH,AH,IsWeekend,Hour_sin,Hour_cos,Month_sin,Month_cos
2004-04-10 04:00:00,0.8,898.0,69.0,3.3,669.0,46.0,1163.0,52.0,1386.0,807.0,10.8,70.3,0.9092,1,0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998
2004-04-11 01:00:00,1.2,978.0,75.0,4.0,711.0,48.0,1144.0,63.0,1304.0,750.0,11.0,56.6,0.7418,1,0.25881904510252074,0.9659258262890683,0.8660254037844387,-0.4999999999999998
2004-04-11 04:00:00,1.0,863.0,49.0,3.0,651.0,38.0,1224.0,52.0,1286.0,712.0,7.8,70.4,0.7463,1,0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998
2004-04-11 05:00:00,0.7,836.0,38.0,2.9,643.0,38.0,1244.0,49.0,1306.0,727.0,7.7,70.7,0.7463,1,0.9659258262890683,0.25881904510252074,0.8660254037844387,-0.4999999999999998
2004-04-11 06:00:00,0.8,856.0,44.0,2.9,644.0,41.0,1259.0,49.0,1301.0,746.0,7.4,71.0,0.7346,1,1.0,6.123233995736766e-17,0.8660254037844387,-0.4999999999999998
2004-04-11 07:00:00,0.9,888.0,60.0,3.0,651.0,51.0,1240.0,52.0,1298.0,733.0,8.2,66.6,0.7283,1,0.9659258262890683,-0.25881904510252063,0.8660254037844387,-0.4999999999999998
2004-04-11 09:00:00,1.0,938.0,70.0,3.9,706.0,47.0,1177.0,51.0,1320.0,642.0,13.0,47.9,0.7116,1,0.7071067811865476,-0.7071067811865475,0.8660254037844387,-0.4999999999999998
2004-04-11 14:00:00,0.6,797.0,54.0,2.3,606.0,26.0,1452.0,35.0,1076.0,368.0,22.2,18.9,0.4993,1,-0.4999999999999997,-0.8660254037844388,0.8660254037844387,-0.4999999999999998
2004-04-11 15:00:00,0.9,854.0,48.0,3.1,658.0,42.0,1409.0,46.0,1108.0,369.0,22.0,19.0,0.4969,1,-0.7071067811865471,-0.7071067811865479,0.8660254037844387,-0.4999999999999998
2004-04-11 16:00:00,1.0,892.0,66.0,3.2,665.0,55.0,1348.0,58.0,1150.0,394.0,21.0,23.6,0.5788,1,-0.8660254037844385,-0.5000000000000004,0.8660254037844387,-0.4999999999999998
2004-04-11 17:00:00,1.2,935.0,65.0,3.3,672.0,65.0,1299.0,61.0,1183.0,415.0,19.6,27.4,0.6162,1,-0.9659258262890683,-0.25881904510252063,0.8660254037844387,-0.4999999999999998
2004-04-12 00:00:00,0.7,840.0,31.0,1.6,556.0,41.0,1474.0,58.0,1094.0,366.0,13.7,38.3,0.5957,0,0.0,1.0,0.8660254037844387,-0.4999999999999998
2004-04-12 01:00:00,0.6,799.0,29.0,1.1,514.0,42.0,1615.0,59.0,1036.0,332.0,14.1,34.0,0.5442,0,0.25881904510252074,0.9659258262890683,0.8660254037844387,-0.4999999999999998
2004-04-12 02:00:00,0.7,856.0,34.0,2.0,581.0,36.0,1448.0,54.0,1111.0,346.0,14.6,34.0,0.5605,0,0.49999999999999994,0.8660254037844387,0.8660254037844387,-0.4999999999999998
2004-04-12 03:00:00,0.6,830.0,34.0,1.7,560.0,36.0,1452.0,54.0,1066.0,350.0,14.4,32.8,0.5364,0,0.7071067811865476,0.7071067811865476,0.8660254037844387,-0.4999999999999998
2004-04-12 04:00:00,0.3,753.0,9.0,0.7,462.0,16.0,1822.0,25.0,955.0,274.0,13.9,30.9,0.4868,0,0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998
2004-04-12 05:00:00,0.3,785.0,14.0,0.5,448.0,16.0,1923.0,26.0,1003.0,263.0,13.5,37.9,0.5852,0,0.9659258262890683,0.25881904510252074,0.8660254037844387,-0.4999999999999998
2004-04-12 06:00:00,0.4,835.0,23.0,0.7,472.0,33.0,1756.0,49.0,1117.0,314.0,13.9,43.6,0.6871,0,1.0,6.123233995736766e-17,0.8660254037844387,-0.4999999999999998
2004-04-12 07:00:00,0.5,865.0,36.0,0.9,494.0,39.0,1613.0,53.0,1185.0,367.0,13.5,50.1,0.7706,0,0.9659258262890683,-0.25881904510252063,0.8660254037844387,-0.4999999999999998
2004-04-12 08:00:00,0.6,922.0,39.0,1.5,541.0,45.0,1453.0,57.0,1246.0,432.0,13.3,53.6,0.8169,0,0.8660254037844387,-0.4999999999999998,0.8660254037844387,-0.4999999999999998
2004-04-12 09:00:00,0.8,975.0,38.0,2.2,598.0,63.0,1268.0,73.0,1293.0,536.0,13.4,56.0,0.8576,0,0.7071067811865476,-0.7071067811865475,0.8660254037844387,-0.4999999999999998
2004-04-12 10:00:00,1.0,1040.0,55.0,2.9,646.0,71.0,1210.0,78.0,1325.0,555.0,13.0,59.6,0.886,0,0.49999999999999994,-0.8660254037844387,0.8660254037844387,-0.4999999999999998
2004-04-12 13:00:00,0.6,895.0,39.0,1.4,536.0,53.0,1415.0,56.0,1229.0,421.0,11.2,64.4,0.8537,0,-0.2588190451025208,-0.9659258262890683,0.8660254037844387,-0.4999999999999998
2004-04-12 14:00:00,0.7,917.0,42.0,1.7,563.0,58.0,1415.0,60.0,1257.0,423.0,10.7,67.6,0.8703,0,-0.4999999999999997,-0.8660254037844388,0.8660254037844387,-0.4999999999999998
2004-04-12 21:00:00,0.8,904.0,56.0,2.7,635.0,66.0,1269.0,74.0,1233.0,489.0,10.6,56.1,0.7149,0,-0.7071067811865477,0.7071067811865474,0.8660254037844387,-0.4999999999999998
2004-04-12 22:00:00,0.8,913.0,49.0,2.6,626.0,61.0,1271.0,68.0,1234.0,474.0,10.3,58.0,0.7239,0,-0.5000000000000004,0.8660254037844384,0.8660254037844387,-0.4999999999999998
2004-04-12 23:00:00,0.8,914.0,56.0,2.4,610.0,54.0,1322.0,65.0,1230.0,455.0,10.4,58.4,0.7352,0,-0.25881904510252157,0.9659258262890681,0.8660254037844387,-0.4999999999999998
2004-04-13 00:00:00,0.7,893.0,48.0,2.0,587.0,46.0,1368.0,58.0,1219.0,433.0,10.7,58.2,0.7459,0,0.0,1.0,0.8660254037844387,-0.4999999999999998
2004-04-13 01:00:00,0.5,844.0,27.0,1.3,532.0,25.0,1499.0,36.0,1176.0,376.0,10.5,59.9,0.7624,0,0.25881904510252074,0.9659258262890683,0.8660254037844387,-0.4999999999999998
2004-04-13 02:00:00,0.3,837.0,29.0,1.2,518.0,18.0,1581.0,29.0,1182.0,360.0,10.5,60.8,0.7704,0,0.49999999999999994,0.8660254037844387,0.8660254037844387,-0.4999999999999998
2004-04-13 03:00:00,0.4,868.0,32.0,1.3,530.0,18.0,1482.0,29.0,1215.0,384.0,10.6,63.1,0.8068,0,0.7071067811865476,0.7071067811865476,0.8660254037844387,-0.4999999999999998
2004-04-13 04:00:00,0.3,825.0,47.0,0.9,489.0,21.0,1565.0,28.0,1171.0,363.0,11.1,60.1,0.7925,0,0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998
2004-04-13 05:00:00,0.7,956.0,66.0,3.1,656.0,76.0,1251.0,68.0,1356.0,525.0,10.1,68.4,0.8443,0,0.9659258262890683,0.25881904510252074,0.8660254037844387,-0.4999999999999998
2004-04-13 07:00:00,3.9,1496.0,524.0,19.1,1272.0,328.0,667.0,130.0,2011.0,1399.0,11.0,64.2,0.8398,0,0.9659258262890683,-0.25881904510252063,0.8660254037844387,-0.4999999999999998
2004-04-13 08:00:00,4.5,1452.0,657.0,22.1,1354.0,282.0,620.0,128.0,2057.0,1501.0,12.0,58.1,0.8138,0,0.8660254037844387,-0.4999999999999998,0.8660254037844387,-0.4999999999999998
2004-04-13 18:00:00,4.6,1442.0,669.0,21.5,1337.0,243.0,630.0,134.0,2004.0,1523.0,15.3,46.8,0.8074,0,-1.0,-1.8369701987210297e-16,0.8660254037844387,-0.4999999999999998
2004-04-13 19:00:00,5.0,1479.0,680.0,21.7,1343.0,259.0,631.0,144.0,1995.0,1579.0,14.7,47.0,0.7815,0,-0.9659258262890684,0.2588190451025203,0.8660254037844387,-0.4999999999999998
2004-04-14 02:00:00,0.7,900.0,66.0,2.7,635.0,47.0,1207.0,60.0,1307.0,836.0,11.1,63.2,0.8331,0,0.49999999999999994,0.8660254037844387,0.8660254037844387,-0.4999999999999998
2004-04-14 03:00:00,0.4,839.0,60.0,1.9,576.0,47.0,1325.0,60.0,1285.0,759.0,10.7,64.4,0.8284,0,0.7071067811865476,0.7071067811865476,0.8660254037844387,-0.4999999999999998
2004-04-14 04:00:00,0.4,840.0,40.0,1.7,563.0,45.0,1349.0,57.0,1275.0,755.0,10.7,63.8,0.8174,0,0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998
2004-04-14 07:00:00,3.9,1417.0,478.0,18.2,1246.0,263.0,669.0,94.0,1921.0,1403.0,10.8,64.0,0.8307,0,0.9659258262890683,-0.25881904510252063,0.8660254037844387,-0.4999999999999998
2004-04-14 08:00:00,5.0,1529.0,836.0,27.7,1497.0,275.0,569.0,99.0,2278.0,1641.0,13.3,55.6,0.8453,0,0.8660254037844387,-0.4999999999999998,0.8660254037844387,-0.4999999999999998
2004-04-14 09:00:00,4.3,1397.0,655.0,18.3,1248.0,263.0,659.0,119.0,1906.0,1534.0,15.8,46.8,0.8328,0,0.7071067811865476,-0.7071067811865475,0.8660254037844387,-0.4999999999999998
2004-04-15 09:00:00,3.9,1489.0,536.0,19.1,1270.0,309.0,633.0,114.0,1889.0,1638.0,13.5,53.4,0.8196,0,0.7071067811865476,-0.7071067811865475,0.8660254037844387,-0.4999999999999998
2004-04-15 10:00:00,3.8,1451.0,481.0,17.3,1219.0,327.0,661.0,127.0,1804.0,1633.0,15.0,49.3,0.8364,0,0.49999999999999994,-0.8660254037844387,0.8660254037844387,-0.4999999999999998
2004-04-15 11:00:00,3.8,1454.0,460.0,17.5,1225.0,299.0,661.0,135.0,1809.0,1654.0,17.1,42.1,0.812,0,0.258819045102521,-0.9659258262890682,0.8660254037844387,-0.4999999999999998
2004-04-15 12:00:00,3.9,1392.0,597.0,17.0,1210.0,257.0,689.0,135.0,1792.0,1559.0,18.4,36.9,0.7758,0,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998
2004-04-15 13:00:00,3.5,1351.0,465.0,17.0,1210.0,195.0,709.0,120.0,1783.0,1374.0,19.3,35.4,0.7824,0,-0.2588190451025208,-0.9659258262890683,0.8660254037844387,-0.4999999999999998
2004-04-15 14:00:00,4.0,1418.0,542.0,19.5,1282.0,231.0,681.0,129.0,1890.0,1418.0,19.2,35.7,0.7826,0,-0.4999999999999997,-0.8660254037844388,0.8660254037844387,-0.4999999999999998
2004-04-15 17:00:00,5.2,1560.0,778.0,24.4,1413.0,251.0,594.0,149.0,2046.0,1642.0,19.6,35.5,0.8017,0,-0.9659258262890683,-0.25881904510252063,0.8660254037844387,-0.4999999999999998
2004-04-15 18:00:00,5.9,1765.0,926.0,28.1,1507.0,289.0,533.0,149.0,2271.0,1895.0,18.3,44.1,0.9183,0,-1.0,-1.8369701987210297e-16,0.8660254037844387,-0.4999999999999998
2004-04-15 19:00:00,7.3,1875.0,1189.0,33.7,1637.0,351.0,482.0,158.0,2446.0,2086.0,17.4,47.8,0.9392,0,-0.9659258262890684,0.2588190451025203,0.8660254037844387,-0.4999999999999998
2004-04-15 20:00:00,6.1,1746.0,824.0,24.2,1409.0,319.0,553.0,148.0,2119.0,1898.0,16.8,49.8,0.9446,0,-0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998
2004-04-15 21:00:00,4.6,1607.0,660.0,19.8,1290.0,264.0,587.0,134.0,1960.0,1758.0,16.2,53.2,0.9723,0,-0.7071067811865477,0.7071067811865474,0.8660254037844387,-0.4999999999999998
2004-04-16 07:00:00,4.5,1657.0,523.0,23.2,1384.0,352.0,579.0,109.0,2176.0,1600.0,12.8,71.0,1.0428,0,0.9659258262890683,-0.25881904510252063,0.8660254037844387,-0.4999999999999998
2004-04-16 08:00:00,4.1,1406.0,546.0,18.7,1258.0,279.0,636.0,116.0,1890.0,1495.0,13.8,61.1,0.9595,0,0.8660254037844387,-0.4999999999999998,0.8660254037844387,-0.4999999999999998
2004-04-16 13:00:00,4.3,1559.0,535.0,18.9,1267.0,230.0,653.0,149.0,2047.0,1373.0,15.7,62.5,1.1092,0,-0.2588190451025208,-0.9659258262890683,0.8660254037844387,-0.4999999999999998
2004-04-16 14:00:00,4.6,1544.0,609.0,18.9,1266.0,280.0,613.0,148.0,2066.0,1415.0,14.5,75.7,1.2425,0,-0.4999999999999997,-0.8660254037844388,0.8660254037844387,-0.4999999999999998
2004-04-16 15:00:00,4.0,1485.0,449.0,17.5,1223.0,242.0,650.0,126.0,1980.0,1302.0,14.4,77.4,1.2654,0,-0.7071067811865471,-0.7071067811865479,0.8660254037844387,-0.4999999999999998
2004-04-16 16:00:00,4.7,1498.0,536.0,17.7,1230.0,250.0,649.0,140.0,1963.0,1308.0,14.6,74.9,1.2391,0,-0.8660254037844385,-0.5000000000000004,0.8660254037844387,-0.4999999999999998
2004-04-16 17:00:00,5.7,1593.0,743.0,23.0,1378.0,309.0,582.0,142.0,2159.0,1449.0,14.6,76.0,1.2573,0,-0.9659258262890683,-0.25881904510252063,0.8660254037844387,-0.4999999999999998
2004-04-16 18:00:00,5.2,1529.0,575.0,20.4,1309.0,270.0,627.0,141.0,2083.0,1385.0,14.0,76.3,1.2166,0,-1.0,-1.8369701987210297e-16,0.8660254037844387,-0.4999999999999998
2004-04-16 19:00:00,6.4,1689.0,783.0,26.8,1474.0,323.0,560.0,149.0,2298.0,1492.0,13.9,78.0,1.2303,0,-0.9659258262890684,0.2588190451025203,0.8660254037844387,-0.4999999999999998
2004-04-16 20:00:00,6.0,1535.0,706.0,19.9,1295.0,307.0,627.0,140.0,2039.0,1380.0,13.8,78.0,1.2229,0,-0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998
2004-04-20 07:00:00,1.9,1430.0,134.0,20.7,1316.0,103.0,638.0,83.0,2069.0,1382.0,11.0,77.4,1.0135,0,0.9659258262890683,-0.25881904510252063,0.8660254037844387,-0.4999999999999998
2004-04-20 08:00:00,1.9,1565.0,134.0,29.9,1549.0,103.0,540.0,83.0,2396.0,1645.0,12.3,69.2,0.9906,0,0.8660254037844387,-0.4999999999999998,0.8660254037844387,-0.4999999999999998
2004-04-20 09:00:00,1.9,1365.0,134.0,20.1,1299.0,103.0,637.0,83.0,1999.0,1514.0,14.5,60.4,0.9936,0,0.7071067811865476,-0.7071067811865475,0.8660254037844387,-0.4999999999999998
2004-04-20 18:00:00,1.9,1428.0,134.0,25.3,1437.0,103.0,599.0,83.0,2156.0,1526.0,22.6,39.5,1.0679,0,-1.0,-1.8369701987210297e-16,0.8660254037844387,-0.4999999999999998
2004-04-20 19:00:00,1.9,1426.0,134.0,23.9,1400.0,103.0,612.0,83.0,2102.0,1488.0,19.9,45.0,1.0364,0,-0.9659258262890684,0.2588190451025203,0.8660254037844387,-0.4999999999999998
2004-04-20 20:00:00,1.9,1310.0,134.0,20.6,1313.0,103.0,663.0,83.0,1958.0,1475.0,17.9,47.4,0.9657,0,-0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998
2004-04-21 07:00:00,1.9,1513.0,134.0,27.0,1480.0,103.0,572.0,83.0,2249.0,1595.0,11.8,66.0,0.9085,0,0.9659258262890683,-0.25881904510252063,0.8660254037844387,-0.4999999999999998
2004-04-21 08:00:00,1.9,1726.0,134.0,40.3,1776.0,103.0,478.0,83.0,2684.0,1940.0,14.0,58.2,0.9271,0,0.8660254037844387,-0.4999999999999998,0.8660254037844387,-0.4999999999999998
2004-04-21 18:00:00,1.9,1625.0,134.0,32.5,1608.0,103.0,601.0,83.0,2271.0,1725.0,25.3,28.9,0.9151,0,-1.0,-1.8369701987210297e-16,0.8660254037844387,-0.4999999999999998
2004-04-21 19:00:00,1.9,1649.0,134.0,33.6,1633.0,103.0,584.0,83.0,2328.0,1745.0,23.8,33.7,0.9786,0,-0.9659258262890684,0.2588190451025203,0.8660254037844387,-0.4999999999999998
2004-04-21 20:00:00,1.9,1443.0,134.0,26.0,1455.0,103.0,635.0,83.0,2073.0,1600.0,21.4,36.0,0.9059,0,-0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998
2004-04-22 08:00:00,1.9,1403.0,134.0,21.6,1340.0,103.0,623.0,83.0,2003.0,1502.0,15.2,53.2,0.9107,0,0.8660254037844387,-0.4999999999999998,0.8660254037844387,-0.4999999999999998
2004-04-22 09:00:00,1.9,1538.0,134.0,26.1,1458.0,103.0,593.0,83.0,2186.0,1743.0,19.2,41.6,0.9154,0,0.7071067811865476,-0.7071067811865475,0.8660254037844387,-0.4999999999999998
2004-04-22 10:00:00,1.9,1343.0,134.0,20.1,1299.0,103.0,694.0,83.0,1945.0,1542.0,23.7,30.6,0.8854,0,0.49999999999999994,-0.8660254037844387,0.8660254037844387,-0.4999999999999998
2004-04-22 17:00:00,1.9,1431.0,134.0,27.1,1482.0,103.0,679.0,83.0,2025.0,1431.0,29.4,20.5,0.8262,0,-0.9659258262890683,-0.25881904510252063,0.8660254037844387,-0.4999999999999998
2004-04-22 18:00:00,1.9,1433.0,134.0,28.3,1510.0,103.0,661.0,83.0,2038.0,1503.0,25.8,24.3,0.794,0,-1.0,-1.8369701987210297e-16,0.8660254037844387,-0.4999999999999998
2004-04-22 19:00:00,1.9,1527.0,134.0,35.0,1664.0,103.0,587.0,83.0,2238.0,1775.0,23.8,29.5,0.8559,0,-0.9659258262890684,0.2588190451025203,0.8660254037844387,-0.4999999999999998
2004-04-22 20:00:00,1.9,1387.0,134.0,22.4,1361.0,103.0,701.0,83.0,1932.0,1505.0,22.0,34.8,0.908,0,-0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998
2004-04-23 05:00:00,0.6,852.0,46.0,2.9,646.0,59.0,1186.0,59.0,1321.0,793.0,14.2,52.2,0.8413,0,0.9659258262890683,0.25881904510252074,0.8660254037844387,-0.4999999999999998
2004-04-23 06:00:00,0.8,923.0,56.0,4.9,757.0,72.0,1041.0,67.0,1418.0,906.0,14.3,55.4,0.9003,0,1.0,6.123233995736766e-17,0.8660254037844387,-0.4999999999999998
2004-04-23 07:00:00,4.0,1490.0,452.0,22.6,1368.0,244.0,627.0,95.0,2119.0,1541.0,14.0,58.0,0.9202,0,0.9659258262890683,-0.25881904510252063,0.8660254037844387,-0.4999999999999998
2004-04-23 08:00:00,5.6,1662.0,880.0,31.1,1576.0,351.0,523.0,123.0,2417.0,1861.0,15.4,53.3,0.9289,0,0.8660254037844387,-0.4999999999999998,0.8660254037844387,-0.4999999999999998
2004-04-23 09:00:00,5.0,1553.0,759.0,22.1,1354.0,358.0,621.0,142.0,2030.0,1895.0,19.1,42.1,0.9233,0,0.7071067811865476,-0.7071067811865475,0.8660254037844387,-0.4999999999999998
2004-04-23 11:00:00,3.8,1458.0,639.0,22.0,1350.0,240.0,677.0,169.0,1947.0,1731.0,26.9,25.7,0.8942,0,0.258819045102521,-0.9659258262890682,0.8660254037844387,-0.4999999999999998
2004-04-23 12:00:00,3.3,1349.0,541.0,20.1,1299.0,179.0,728.0,142.0,1838.0,1402.0,29.7,20.6,0.8478,0,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998
2004-04-23 13:00:00,3.0,1326.0,468.0,18.9,1265.0,160.0,757.0,136.0,1835.0,1246.0,29.2,21.5,0.8573,0,-0.2588190451025208,-0.9659258262890683,0.8660254037844387,-0.4999999999999998
2004-04-23 14:00:00,3.2,1356.0,483.0,20.6,1312.0,174.0,729.0,147.0,1865.0,1342.0,29.6,20.1,0.8181,0,-0.4999999999999997,-0.8660254037844388,0.8660254037844387,-0.4999999999999998
2004-04-23 15:00:00,4.4,1460.0,682.0,25.3,1438.0,260.0,680.0,196.0,1953.0,1489.0,30.0,19.4,0.81,0,-0.7071067811865471,-0.7071067811865479,0.8660254037844387,-0.4999999999999998
2004-04-23 16:00:00,4.6,1497.0,698.0,25.8,1449.0,281.0,679.0,186.0,1985.0,1532.0,29.5,20.1,0.8136,0,-0.8660254037844385,-0.5000000000000004,0.8660254037844387,-0.4999999999999998
2004-04-23 17:00:00,5.2,1645.0,832.0,30.6,1566.0,284.0,599.0,177.0,2228.0,1909.0,27.0,26.8,0.9403,0,-0.9659258262890683,-0.25881904510252063,0.8660254037844387,-0.4999999999999998
2004-04-23 18:00:00,4.8,1557.0,872.0,27.1,1483.0,250.0,615.0,164.0,2087.0,1757.0,24.9,30.8,0.954,0,-1.0,-1.8369701987210297e-16,0.8660254037844387,-0.4999999999999998
2004-04-23 19:00:00,5.6,1747.0,899.0,32.5,1608.0,281.0,557.0,161.0,2335.0,1983.0,23.1,36.7,1.0244,0,-0.9659258262890684,0.2588190451025203,0.8660254037844387,-0.4999999999999998
2004-04-23 20:00:00,4.6,1482.0,692.0,20.8,1319.0,230.0,660.0,146.0,1975.0,1703.0,21.5,40.8,1.0333,0,-0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998
2004-04-24 04:00:00,1.1,948.0,55.0,3.8,700.0,45.0,1045.0,60.0,1430.0,939.0,16.9,49.8,0.9514,1,0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998
2004-04-24 05:00:00,0.7,933.0,65.0,3.7,697.0,71.0,1045.0,65.0,1403.0,937.0,14.8,57.7,0.9644,1,0.9659258262890683,0.25881904510252074,0.8660254037844387,-0.4999999999999998
2004-04-24 09:00:00,3.0,1409.0,415.0,15.6,1169.0,188.0,685.0,105.0,1874.0,1459.0,20.0,45.0,1.039,1,0.7071067811865476,-0.7071067811865475,0.8660254037844387,-0.4999999999999998
2004-04-24 19:00:00,3.5,1567.0,467.0,19.4,1280.0,177.0,661.0,134.0,1970.0,1476.0,23.4,39.7,1.1276,1,-0.9659258262890684,0.2588190451025203,0.8660254037844387,-0.4999999999999998
2004-04-24 20:00:00,3.4,1503.0,485.0,16.8,1203.0,162.0,651.0,126.0,1863.0,1502.0,21.2,50.8,1.2631,1,-0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998
2004-04-24 22:00:00,1.1,1007.0,64.0,3.0,650.0,53.0,1157.0,54.0,1404.0,528.0,12.9,79.7,1.1774,1,-0.5000000000000004,0.8660254037844384,0.8660254037844387,-0.4999999999999998
2004-04-25 04:00:00,1.3,777.0,40.0,1.2,521.0,23.0,1535.0,33.0,1121.0,350.0,12.5,51.2,0.7374,1,0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998
2004-04-25 05:00:00,0.3,763.0,20.0,0.7,471.0,14.0,1783.0,20.0,1098.0,305.0,12.5,50.9,0.7346,1,0.9659258262890683,0.25881904510252074,0.8660254037844387,-0.4999999999999998
2004-04-25 06:00:00,0.5,804.0,31.0,1.1,505.0,34.0,1718.0,37.0,1148.0,329.0,12.8,49.3,0.7285,1,1.0,6.123233995736766e-17,0.8660254037844387,-0.4999999999999998
2004-04-25 07:00:00,0.6,830.0,41.0,1.4,535.0,42.0,1496.0,50.0,1184.0,375.0,13.5,48.6,0.7487,1,0.9659258262890683,-0.25881904510252063,0.8660254037844387,-0.4999999999999998
2004-04-25 08:00:00,0.6,833.0,40.0,1.6,553.0,40.0,1476.0,45.0,1180.0,373.0,14.4,45.9,0.7476,1,0.8660254037844387,-0.4999999999999998,0.8660254037844387,-0.4999999999999998
2004-04-25 09:00:00,0.8,875.0,35.0,2.3,603.0,48.0,1370.0,48.0,1206.0,385.0,15.1,43.9,0.7487,1,0.7071067811865476,-0.7071067811865475,0.8660254037844387,-0.4999999999999998
2004-04-25 10:00:00,1.0,882.0,44.0,2.5,621.0,61.0,1346.0,56.0,1216.0,403.0,16.6,38.6,0.7236,1,0.49999999999999994,-0.8660254037844387,0.8660254037844387,-0.4999999999999998
2004-04-25 11:00:00,0.9,862.0,71.0,2.7,635.0,58.0,1320.0,58.0,1193.0,393.0,17.2,35.0,0.6789,1,0.258819045102521,-0.9659258262890682,0.8660254037844387,-0.4999999999999998
2004-04-25 12:00:00,1.0,863.0,66.0,2.7,636.0,57.0,1290.0,52.0,1185.0,388.0,17.4,33.9,0.6683,1,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998
2004-04-25 13:00:00,0.8,830.0,46.0,2.2,596.0,54.0,1389.0,52.0,1145.0,371.0,17.9,30.7,0.6234,1,-0.2588190451025208,-0.9659258262890683,0.8660254037844387,-0.4999999999999998
2004-04-25 14:00:00,0.7,807.0,50.0,2.0,584.0,41.0,1488.0,44.0,1104.0,347.0,18.3,27.2,0.5675,1,-0.4999999999999997,-0.8660254037844388,0.8660254037844387,-0.4999999999999998
2004-04-25 15:00:00,0.9,873.0,51.0,3.4,675.0,57.0,1343.0,59.0,1181.0,396.0,19.4,25.7,0.5738,1,-0.7071067811865471,-0.7071067811865479,0.8660254037844387,-0.4999999999999998
2004-04-26 00:00:00,1.1,893.0,66.0,3.9,703.0,55.0,1192.0,57.0,1283.0,515.0,14.1,44.9,0.7206,0,0.0,1.0,0.8660254037844387,-0.4999999999999998
2004-04-26 01:00:00,0.7,838.0,45.0,2.2,601.0,33.0,1361.0,43.0,1220.0,434.0,14.2,45.5,0.7333,0,0.25881904510252074,0.9659258262890683,0.8660254037844387,-0.4999999999999998
2004-04-26 02:00:00,0.4,803.0,36.0,1.3,527.0,17.0,1513.0,25.0,1152.0,369.0,14.1,45.3,0.7247,0,0.49999999999999994,0.8660254037844387,0.8660254037844387,-0.4999999999999998
2004-04-26 03:00:00,0.3,775.0,26.0,0.8,477.0,17.0,1722.0,25.0,1115.0,335.0,14.0,44.3,0.7038,0,0.7071067811865476,0.7071067811865476,0.8660254037844387,-0.4999999999999998
2004-04-26 04:00:00,0.3,767.0,17.0,0.6,454.0,10.0,1826.0,17.0,1091.0,319.0,14.1,43.0,0.689,0,0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998
2004-04-26 05:00:00,0.4,809.0,21.0,1.2,521.0,35.0,1575.0,44.0,1158.0,378.0,13.9,43.9,0.6923,0,0.9659258262890683,0.25881904510252074,0.8660254037844387,-0.4999999999999998
2004-04-27 00:00:00,0.8,861.0,51.0,2.2,601.0,39.0,1351.0,51.0,1225.0,439.0,15.4,43.0,0.7482,0,0.0,1.0,0.8660254037844387,-0.4999999999999998
2004-04-27 01:00:00,0.7,826.0,41.0,1.7,560.0,25.0,1424.0,39.0,1197.0,402.0,15.7,42.5,0.7539,0,0.25881904510252074,0.9659258262890683,0.8660254037844387,-0.4999999999999998
2004-04-27 02:00:00,0.5,846.0,31.0,1.6,557.0,19.0,1385.0,32.0,1212.0,406.0,15.6,43.4,0.7651,0,0.49999999999999994,0.8660254037844387,0.8660254037844387,-0.4999999999999998
2004-04-27 03:00:00,0.5,842.0,41.0,1.5,545.0,19.0,1423.0,32.0,1224.0,424.0,15.2,45.8,0.7864,0,0.7071067811865476,0.7071067811865476,0.8660254037844387,-0.4999999999999998
2004-04-27 04:00:00,0.5,909.0,41.0,2.5,617.0,34.0,1236.0,49.0,1302.0,558.0,14.7,49.9,0.828,0,0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998
2004-04-27 05:00:00,0.7,930.0,38.0,3.3,670.0,58.0,1143.0,68.0,1339.0,746.0,15.5,47.3,0.8282,0,0.9659258262890683,0.25881904510252074,0.8660254037844387,-0.4999999999999998
2004-04-27 07:00:00,4.1,1518.0,584.0,23.4,1389.0,314.0,589.0,122.0,2101.0,1703.0,15.9,48.5,0.8704,0,0.9659258262890683,-0.25881904510252063,0.8660254037844387,-0.4999999999999998
